Unnamed: 0,id,age,job,marital,education,default,housing,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
2010,2010,31 years,blue-collar,married,basic.9y,no,no,cellular,jul,wednesday,0.5432409739714525,0.0,0.9999999999999998,0.0,nonexistent,1.0,0.7259519038076192,0.2588235294117647,0.9974244907515806,1.0
3287,3287,35 years,technician,divorced,professional.course,no,yes,telephone,jun,thusday,0.20486985726280435,0.09090909090909091,0.9999999999999998,0.0,nonexistent,1.0,1.0,0.31176470588235317,0.9976586279559825,1.0
3886,3886,52 years,technician,married,high.school,unknown,no,telephone,may,wednesday,0.0,0.0,0.9999999999999998,0.0,nonexistent,0.9375,0.7640280561122239,0.6294117647058823,0.9742449075158044,0.8309024612579741
2662,2662,33 years,management,married,university.degree,no,no,-,aug,monday,0.10327455919395465,0.1818181818181818,0.9999999999999998,0.0,nonexistent,1.0,0.48847695390782064,0.6470588235294117,0.9992975883867947,1.0
1361,1361,36 years,admin.,single,high.school,no,yes,cellular,apr,friday,0.2896725440806045,0.09090909090909091,0.9999999999999998,0.0,nonexistent,0.33333333333333337,0.3036072144288582,0.0,0.16576914071645987,0.4120328167730172
3567,3567,53 years,blue-collar,married,basic.4y,unknown,yes,cellular,aug,thusday,0.3173803526448362,0.0,0.9999999999999998,0.0,nonexistent,1.0,0.48847695390782064,0.6470588235294117,1.0000000000000002,1.0
2562,2562,49 years,admin.,married,university.degree,no,no,-,nov,tuesday,0.0797649034424853,0.0,0.9999999999999998,1.0,failure,0.6875,0.3662324649298654,0.2999999999999998,0.8091781784125498,0.8527803099361897
1807,1807,57 years,retired,single,basic.4y,no,yes,telephone,jun,thusday,0.0327455919395466,0.0,0.9999999999999998,0.0,nonexistent,1.0,1.0,0.31176470588235317,0.9983610395691878,1.0
3430,3430,55 years,blue-collar,married,basic.9y,unknown,yes,cellular,aug,monday,0.19815281276238453,0.2727272727272727,0.9999999999999998,0.0,nonexistent,1.0,0.48847695390782064,0.6470588235294117,0.9992975883867947,1.0
1659,1659,55 years,blue-collar,divorced,basic.4y,unknown,no,cellular,may,wednesday,0.052057094878253565,0.0,0.9999999999999998,1.0,failure,0.33333333333333337,0.21242484969940278,0.05294117647058805,0.13673612737063917,0.4120328167730172
2196,2196,30 years,admin.,married,high.school,no,no,cellular,may,wednesday,0.08228379513014272,0.0,0.9999999999999998,1.0,failure,0.33333333333333337,0.21242484969940278,0.05294117647058805,0.13673612737063917,0.4120328167730172
1287,1287,40 years,services,single,high.school,no,no,cellular,may,wednesday,0.10831234256926953,0.0,0.9999999999999998,0.0,nonexistent,0.33333333333333337,0.21242484969940278,0.05294117647058805,0.14914539920393355,0.4120328167730172
1635,1635,43 years,technician,married,professional.course,no,no,-,may,friday,0.16540722082283793,0.09090909090909091,0.9999999999999998,0.0,nonexistent,0.9375,0.7640280561122239,0.6294117647058823,0.975649730742215,0.8309024612579741
865,865,38 years,technician,married,university.degree,unknown,no,telephone,may,thusday,0.15869017632241814,0.09090909090909091,0.9999999999999998,0.0,nonexistent,0.9375,0.7640280561122239,0.6294117647058823,0.9735424959025991,0.8309024612579741
3912,3912,41 years,blue-collar,married,basic.6y,unknown,yes,telephone,may,friday,0.07724601175482787,0.4545454545454545,0.9999999999999998,0.0,nonexistent,0.9375,0.7640280561122239,0.6294117647058823,0.9744790447202061,0.8309024612579741
2388,2388,35 years,technician,married,high.school,no,no,-,may,wednesday,0.11754827875734677,0.1818181818181818,0.9999999999999998,0.0,nonexistent,0.9375,0.7640280561122239,0.6294117647058823,0.9742449075158044,0.8309024612579741
3017,3017,31 years,admin.,single,university.degree,no,yes,cellular,aug,wednesday,0.05877413937867337,0.09090909090909091,0.9999999999999998,0.0,nonexistent,1.0,0.48847695390782064,0.6470588235294117,0.999063451182393,1.0
996,996,30 years,entrepreneur,married,high.school,no,yes,cellular,nov,wednesday,0.08060453400503778,0.1818181818181818,0.9999999999999998,0.0,nonexistent,0.6875,0.3662324649298654,0.2999999999999998,0.8014516506672911,0.8527803099361897
